Article_Category,Article_Title,File_Name
business,Steady job growth continues in US,article-oct-3749
technology,Sun offers processing by the hour,article-oct-3029
technology,Supercomputer breaks speed record,article-oct-0721
technology,TV future in the hands of viewers,article-oct-0108
business,Tate & Lyle boss bags top award,article-oct-3547
sport,Taylor poised for Scotland return,article-oct-0113
sport,Tevez - an Argentine in Brazil,article-oct-0512
technology,Tough rules for ringtone sellers,article-oct-1276
business,Tsunami cost hits Jakarta shares,article-oct-0911
business,Two Nigerian banks set to merge,article-oct-2527
technology,UK net users leading TV downloads,article-oct-0621
business,US bank 'loses' customer details,article-oct-1756
technology,US duo in first spam conviction,article-oct-3563
business,US firm pulls out of Iraq,article-oct-3862
business,US gives foreign firms extra time,article-oct-2448
business,US prepares for hybrid onslaught,article-oct-1751
sport,Van Nistelrooy hungry for return,article-oct-1516
business,WMC profits up amid bid criticism,article-oct-3160
technology,Web logs aid disaster recovery,article-oct-0660
sport,Wenger offers Mutu hope,article-oct-2835
sport,What now for Kelly Holmes?,article-oct-4649
sport,"Why technology in sport poses a threat to keeping the game fair, safe and affordable",article-oct-3920
sport,Williams battles to Aussie title,article-oct-2293
business,WorldCom director admits lying,article-oct-2189
business,Yukos bankruptcy 'not US matter',article-oct-4749
sport,All Black magic: New Zealand rugby,article-nov-3410
sport,Anelka 'eyes Man City departure',article-nov-3432
technology,Apple Mac mini gets warm welcome,article-nov-3526
technology,Apple laptop is 'greatest gadget',article-nov-1412
business,Asia quake increases poverty risk,article-nov-2347
technology,Ask Jeeves joins web log market,article-nov-2329
business,Australia rates at four year high,article-nov-0186
business,BMW reveals new models pipeline,article-nov-0386
business,BMW to recall faulty diesel cars,article-nov-1815
business,Ban on forced retirement under 65,article-nov-3071
business,Bank opts to leave rates on hold,article-nov-3512
business,Bank voted 8-1 for no rate change,article-nov-3037
business,Barclays profits hit record level,article-nov-4414
sport,Beckham rules out management move,article-nov-4953
business,Boeing secures giant Japan order,article-nov-2298
sport,Bookies pay out on Spurs 'goal',article-nov-3205
business,Booming markets shed few tears,article-nov-0449
sport,Borders 19-20 Ulster,article-nov-4384
sport,Bortolami predicts dour contest,article-nov-4904
sport,Brentford v Southampton,article-nov-3590
sport,Bridge could miss rest of season,article-nov-3584
technology,Britons growing 'digitally obese',article-nov-4254
technology,Broadband fuels online change,article-nov-2334
business,Budget Aston takes on Porsche,article-nov-2909
sport,Campbell rescues Arsenal,article-nov-3579
business,Car giant hit by Mercedes slump,article-nov-2737
sport,Celtic unhappy over Bulgaria date,article-nov-4176
sport,Collins to compete in Birmingham,article-nov-1674
technology,Computer grid to help the world,article-nov-1801
sport,Connors' rallying cry for British tennis,article-nov-4606
technology,Consumers 'snub portable video',article-nov-2647
business,Court rejects $280bn tobacco case,article-nov-3091
business,Criminal probe on Citigroup deals,article-nov-2546
sport,Dawson joins England injury list,article-nov-4461
sport,Desailly backs Blues revenge trip,article-nov-2714
technology,Digital UK driven by net and TV,article-nov-2130
business,Disney settles disclosure charges,article-nov-3500
sport,Downing injury mars Uefa victory,article-nov-1451
sport,Duff ruled out of Barcelona clash,article-nov-0372
business,ECB holds rates amid growth fears,article-nov-4242
technology,EU software patent law delayed,article-nov-2953
business,Fiat mulls Ferrari market listing,article-nov-1329
technology,Finding new homes for old phones,article-nov-2527
technology,Firefox browser takes on Microsoft,article-nov-3879
technology,France starts digital terrestrial,article-nov-4060
business,G7 backs Africa debt relief plan,article-nov-3626
sport,GB select Holmes for double bid,article-nov-3702
business,"GM, Ford cut output as sales fall",article-nov-0130
sport,Gallas sees two-horse race,article-nov-4260
technology,Games enter the classroom,article-nov-3907
sport,Gardener battles to narrow win,article-nov-0746
business,Gold falls on IMF sale concerns,article-nov-0232
business,Green reports shun supply chain,article-nov-1428
technology,Half-Life 2 sweeps Bafta awards,article-nov-1085
sport,Hearts 2-1 Livingston,article-nov-1407
sport,Hingis to make unexpected return,article-nov-3342
sport,Hitzlsperger waiting on O'Leary,article-nov-4180
technology,How to make a greener computer,article-nov-1466
sport,IAAF to rule on Greek sprint pair,article-nov-4049
business,IMF 'cuts' German growth estimate,article-nov-4897
business,Indonesians face fuel price rise,article-nov-0748
technology,Internet boom for gift shopping,article-nov-1277
sport,Iranian misses Israel match,article-nov-0580
business,Japanese banking battle at an end,article-nov-3296
sport,Johnson announces June retirement,article-nov-4356
sport,Johnson edges out rival Sotherton,article-nov-3617
sport,Jol joy at 'professional' Cup win,article-nov-1260
sport,Jones files Conte lawsuit,article-nov-0628
technology,Junk e-mails on relentless rise,article-nov-0654
business,Karachi stocks hit historic high,article-nov-0518
technology,Kenyan school turns to handhelds,article-nov-2968
technology,Looks and music to drive mobiles,article-nov-3867
business,McDonald's to sponsor MTV show,article-nov-0420
sport,Mexicans tracking unhappy Juninho,article-nov-4250
technology,Microsoft gets the blogging bug,article-nov-4495
business,Millions go missing at China bank,article-nov-2769
technology,Mobile music challenges 'iPod age',article-nov-1623
sport,Moody joins up with England,article-nov-4572
sport,Mourinho defiant on Chelsea form,article-nov-1118
technology,Movie body hits peer-to-peer nets,article-nov-4319
sport,Moya emotional at Davis Cup win,article-nov-0662
sport,Newry to fight cup exit in courts,article-nov-0319
technology,Norway upholds 'Napster' ruling,article-nov-1730
technology,Online News web search aids odd queries,article-nov-4517
technology,PC photo printers challenge pros,article-nov-1386
sport,Palace threat over Cantona masks,article-nov-3935
business,Parmalat bank barred from suing,article-nov-0317
sport,Pennant guilty of wasting talent,article-nov-0906
sport,Player burn-out worries Robinson,article-nov-2832
business,Qwest may spark MCI bidding war,article-nov-1255
business,Rank 'set to sell off film unit',article-nov-4235
sport,Reaction from Spanish press,article-nov-2326
business,Retail sales show festive fervour,article-nov-1637
sport,Roddick to face Saulnier in final,article-nov-0761
sport,Rush future at Chester uncertain,article-nov-4428
business,Russian oil merger excludes Yukos,article-nov-4174
business,S Korean credit card firm rescued,article-nov-2399
sport,Scrum-half Williams rejoins Bath,article-nov-2282
technology,Smartphones suffer Skulls attack,article-nov-1288
technology,Software watching while you work,article-nov-3650
sport,Sports Direct investors veto Â£11m payout to Ashley's brother,article-nov-0435
business,Survey confirms property slowdown,article-nov-1149
sport,Tartan Army given safety pledge,article-nov-0147
sport,Teenager Tait picked for England,article-nov-1264
technology,Text message record smashed again,article-nov-2018
sport,Thomas out of Six Nations,article-nov-2115
business,Tobacco giants hail court ruling,article-nov-4659
technology,Toxic web links help virus spread,article-nov-2397
business,Tsunami slows Sri Lanka's growth,article-nov-1341
business,UK young top Euro earnings league,article-nov-3574
technology,US duo in first spam conviction,article-nov-2226
business,US regulator to rule on pain drug,article-nov-0560
technology,US state acts to stop 'spammers',article-nov-4374
business,US to probe airline travel chaos,article-nov-0575
sport,Wales hails new superstar,article-nov-1388
business,Wall Street cheers Bush victory,article-nov-3587
technology,What price for 'trusted PC security'?,article-nov-0584
sport,Wilkinson to lead England,article-nov-4426
technology,Windows worm travels with Tetris,article-nov-2469
business,Winter freeze keeps oil above $50,article-nov-1794
business,Worldcom ex-boss launches defence,article-nov-1348
sport,2004 - A year to remember,article-dec-0244
business,Absa and Barclays talks continue,article-dec-0895
technology,Ask Jeeves joins web log market,article-dec-4490
business,Ask Jeeves tips online ad revival,article-dec-0891
business,BMW cash to fuel Mini production,article-dec-0672
technology,Bad e-mail habits sustains spam,article-dec-3487
business,Bad weather hits Nestle sales,article-dec-0478
sport,Barbarians 19-47 New Zealand,article-dec-2633
sport,Big guns ease through in San Jose,article-dec-4269
sport,Blues slam Blackburn over Savage,article-dec-1656
business,Borussia Dortmund near bust,article-dec-3628
business,Brazil buy boosts Belgium's Inbev,article-dec-2267
technology,Broadband soars in 2004,article-dec-4194
technology,China 'ripe' for media explosion,article-dec-2360
business,China continues breakneck growth,article-dec-2956
business,Chinese wine tempts Italy's Illva,article-dec-4469
business,Consumer spending lifts US growth,article-dec-2115
business,Could Yukos be a blessing in disguise?,article-dec-0625
sport,Cup holders Man Utd visit Everton,article-dec-2771
sport,D'Arcy injury adds to Ireland woe,article-dec-0788
sport,Dallaglio eyeing Lions tour place,article-dec-1911
business,Delta cuts fares in survival plan,article-dec-3413
business,Dollar gains on Greenspan speech,article-dec-0038
technology,Dozens held over ID fraud site,article-dec-0035
business,Economy 'strong' in election year,article-dec-4444
sport,Edu describes tunnel fracas,article-dec-4307
sport,European medal chances improve,article-dec-4450
sport,Federer breezes into semi-finals,article-dec-3044
sport,Federer claims Dubai crown,article-dec-3401
sport,Ferdinand casts doubt over Glazer,article-dec-1775
technology,File-swappers ready new network,article-dec-2589
business,France Telecom gets Orange boost,article-dec-3264
technology,Game firm holds 'cast' auditions,article-dec-0784
technology,Games maker fights for survival,article-dec-2635
technology,Games win for Blu-ray DVD format,article-dec-3589
technology,Gizmondo gadget hits the shelves,article-dec-3518
business,Glaxo aims high after profit fall,article-dec-0473
technology,Global digital divide 'narrowing',article-dec-2110
business,Google shares fall as staff sell,article-dec-2790
sport,Hamm bows out for US,article-dec-0180
sport,Harinordoquy suffers France axe,article-dec-3784
sport,Hewitt overcomes wobble in Sydney,article-dec-3423
technology,Hollywood campaign hits websites,article-dec-4596
business,House prices rebound says Halifax,article-dec-1585
business,India calls for fair trade rules,article-dec-2351
business,India opens skies to competition,article-dec-2624
business,Industrial output falls in Japan,article-dec-1865
business,Irish markets reach all-time high,article-dec-0232
business,Japan narrowly escapes recession,article-dec-4377
business,Japan turns to beer alternatives,article-dec-4926
technology,Joke e-mail virus tricks users,article-dec-1263
sport,Jones files lawsuit against Conte,article-dec-1718
sport,Jones happy with Henson heroics,article-dec-2008
sport,Jones medals 'must go if guilty',article-dec-4999
sport,Lewsey puzzle over disallowed try,article-dec-3411
technology,Lifestyle 'governs mobile choice',article-dec-2288
sport,Linesman defends disallowed goal,article-dec-1460
sport,London Irish 19-33 Wasps,article-dec-3392
sport,Melzer shocks Agassi,article-dec-0393
technology,Microsoft plans 'safer ID' system,article-dec-1629
technology,Millions to miss out on the net,article-dec-1156
technology,Mobile games come of age,article-dec-0557
technology,Mobile gig aims to rock 3G,article-dec-4844
sport,Moya fights back for Indian title,article-dec-3260
technology,Multi-purpose TV aids India,article-dec-1963
sport,Munster Cup tie switched to Spain,article-dec-3608
business,Nortel in $300m profit revision,article-dec-4161
sport,Officials respond in court row,article-dec-0910
business,Oil rebounds from weather effect,article-dec-4820
sport,Parry firm over Gerrard,article-dec-2402
sport,Parry puts Gerrard 'above money',article-dec-1135
technology,Piero gives rugby perspective,article-dec-0909
technology,Players sought for $1m prize,article-dec-4678
sport,QPR keeper Day heads for Preston,article-dec-0712
business,Renault boss hails 'great year',article-dec-0481
technology,Report: Benitez delight after crucial win,article-dec-3993
technology,Rings of steel combat net attacks,article-dec-3175
business,Saudi NCCI's shares soar,article-dec-3052
technology,Savvy searchers fail to spot ads,article-dec-3186
sport,Scots suffer another injury blow,article-dec-0204
technology,Search wars hit desktop PCs,article-dec-4675
technology,Security warning over 'FBI virus',article-dec-2813
technology,Slow start to speedy net services,article-dec-3030
technology,Sony PSP handheld console hits US,article-dec-3403
technology,Sony PSP tipped as a 'must-have',article-dec-2445
sport,Stevens named in England line-up,article-dec-4353
technology,T-Mobile bets on 'pocket office',article-dec-2117
business,Takeover offer for Sunderland FC,article-dec-3966
technology,The future in your pocket,article-dec-1690
sport,The gloves are off,article-dec-3207
sport,Tigers wary of Farrell 'gamble',article-dec-2963
business,Troubled Marsh under SEC scrutiny,article-dec-2023
technology,UK gets official virus alert site,article-dec-2397
technology,US blogger fired by her airline,article-dec-3903
business,US company admits Benin bribery,article-dec-3692
business,US seeks new $280bn smoker ruling,article-dec-0367
technology,US woman sues over cartridges,article-dec-3169
sport,Uefa approves fake grass,article-dec-0271
sport,Unclear future for striker Baros,article-dec-4210
business,Venezuela reviews foreign deals,article-dec-0983
sport,Vickery out of Six Nations,article-dec-3570
sport,Wales make two changes for France,article-dec-2331
technology,Warning over tsunami aid website,article-dec-3694
business,Weak dollar hits Online News,article-dec-1576
sport,Wenger dejected as Arsenal slump,article-dec-4918
technology,What high-definition will do to DVDs,article-dec-2759
technology,What's next for next-gen consoles?,article-dec-4347
business,Why few targets are better than many,article-dec-3179
technology,Wi-fi web reaches farmers in Peru,article-dec-1456
sport,Woodward eyes Brennan for Lions,article-dec-2238
business,WorldCom trial starts in New York,article-dec-2334
business,Yukos accused of lying to court,article-dec-2095
business,Yukos drops banks from court bid,article-dec-1351
sport,Zambia confident and cautious,article-dec-0068
